class,filename,mean_g,var_r
beach,beach_267.jpg,114.0391541,377.1319404
beach,beach_268.jpg,112.1538086,5557.356079
beach,beach_269.jpg,104.0364838,689.0002732
beach,beach_270.jpg,142.5848389,2267.753649
beach,beach_271.jpg,113.1415253,2608.797578
beach,beach_272.jpg,98.2832489,1998.393917
beach,beach_273.jpg,76.23982239,1410.449214
beach,beach_274.jpg,129.5950775,4075.941361
beach,beach_275.jpg,158.0175934,1579.670584
beach,beach_276.jpg,117.4831085,4308.701382
beach,beach_277.jpg,146.656311,3885.2789
beach,beach_278.jpg,117.451828,1245.869946
beach,beach_279.jpg,141.1663055,2515.438253
beach,beach_280.jpg,156.0648499,2042.501261
beach,beach_281.jpg,94.71374512,2632.409762
beach,beach_282.jpg,105.8338776,2580.428022
beach,beach_283.jpg,116.6577301,3003.880161
beach,beach_284.jpg,114.3300629,2311.139656
beach,beach_285.jpg,130.9901276,2814.534406
beach,beach_286.jpg,95.85331726,1946.057137
beach,beach_287.jpg,158.6412506,5316.201866
beach,beach_288.jpg,165.8202362,3604.7779
beach,beach_289.jpg,198.8567352,2085.421581
beach,beach_290.jpg,134.5795593,3030.860075
beach,beach_291.jpg,118.8429718,8114.920666
beach,beach_292.jpg,127.0066681,3924.855753
beach,beach_293.jpg,127.6840973,5285.742695
beach,beach_294.jpg,115.9666443,2217.879352
beach,beach_295.jpg,128.1298523,2748.175374
beach,beach_296.jpg,159.452713,1430.501309
beach,beach_297.jpg,144.1133728,1010.158681
beach,beach_298.jpg,94.00550842,1646.408587
beach,beach_299.jpg,95.99568176,2794.107868
beach,beach_300.jpg,140.5807037,1328.359917
beach,beach_301.jpg,120.7592621,2902.980899
beach,beach_302.jpg,146.2624359,878.8345416
beach,beach_303.jpg,131.0125275,2651.067898
beach,beach_304.jpg,92.00090027,4479.259285
beach,beach_305.jpg,168.3212891,2661.821239
beach,beach_306.jpg,135.8359528,2070.499279
beach,beach_307.jpg,90.10287476,682.1352715
beach,beach_308.jpg,110.4214935,910.9081625
beach,beach_309.jpg,129.9974365,2885.614891
beach,beach_310.jpg,147.9461212,2097.120461
beach,beach_311.jpg,87.73802185,1986.653005
beach,beach_312.jpg,69.7688446,2668.712952
beach,beach_313.jpg,104.458725,4107.796465
beach,beach_314.jpg,139.500946,7295.470301
beach,beach_315.jpg,132.6460266,1772.171242
beach,beach_316.jpg,122.891922,1560.276275
beach,beach_317.jpg,149.3067322,2300.946913
beach,beach_318.jpg,134.9904327,2532.64702
beach,beach_319.jpg,132.1289063,1733.339501
beach,beach_320.jpg,160.9000397,2263.63044
beach,beach_321.jpg,145.4425507,3982.653646
beach,beach_322.jpg,131.151825,4558.450787
beach,beach_323.jpg,70.26097107,1573.633866
beach,beach_324.jpg,139.758606,5140.108433
beach,beach_325.jpg,123.4069366,2506.136505
beach,beach_326.jpg,141.2540131,2205.966351
beach,beach_327.jpg,152.7728424,783.6828145
beach,beach_328.jpg,120.2560425,1939.934865
beach,beach_329.jpg,164.9704132,2021.884309
beach,beach_330.jpg,63.55006409,1188.452213
beach,beach_331.jpg,98.75076294,3852.139965
beach,beach_332.jpg,141.9382324,1182.714481
beach,beach_333.jpg,109.5103912,4487.863654
beach,beach_334.jpg,121.1737213,564.3369057
beach,beach_335.jpg,101.3867493,1304.54343
beach,beach_336.jpg,108.3576965,2951.290027
beach,beach_337.jpg,117.6907654,1348.341946
beach,beach_338.jpg,104.9903412,2349.488483
beach,beach_339.jpg,103.1119843,553.2019536
beach,beach_340.jpg,141.0716553,876.6693006
beach,beach_341.jpg,91.36410522,728.5073865
beach,beach_342.jpg,130.7227783,3148.441487
beach,beach_343.jpg,97.0836792,995.6098438
beach,beach_344.jpg,126.61203,684.6364608
beach,beach_345.jpg,91.38444519,784.5071905
beach,beach_346.jpg,92.97341919,2021.910669
beach,beach_347.jpg,138.2812042,1034.806899
beach,beach_348.jpg,114.7015076,3137.730854
beach,beach_349.jpg,87.88963318,1306.937444
beach,beach_350.jpg,153.7725525,3235.937385
beach,beach_351.jpg,118.5014496,1251.177967
beach,beach_352.jpg,85.80329895,1874.621555
beach,beach_353.jpg,108.7988586,3592.379019
beach,beach_354.jpg,142.2310791,1963.996902
beach,beach_355.jpg,102.583786,708.0706323
beach,beach_356.jpg,102.5275269,2643.563182
beach,beach_357.jpg,126.442749,521.6370675
beach,beach_358.jpg,163.2761383,2012.808625
beach,beach_359.jpg,117.2121124,4888.390888
beach,beach_360.jpg,91.03012085,437.3945383
beach,beach_361.jpg,142.5813446,1692.603703
beach,beach_362.jpg,142.1889343,2144.433293
beach,beach_363.jpg,158.8931885,2385.477688
beach,beach_364.jpg,120.6692047,3175.358715
beach,beach_365.jpg,134.4218445,3175.499385
beach,beach_366.jpg,144.4085236,910.8117312
beach,beach_367.jpg,129.636795,2002.6539
beach,beach_368.jpg,126.3261719,1043.499213
beach,beach_369.jpg,134.3368073,1598.900076
beach,beach_370.jpg,145.546875,7685.49654
beach,beach_371.jpg,94.47503662,1061.3299
beach,beach_372.jpg,109.8474426,1555.350109
beach,beach_373.jpg,57.21354675,449.6611867
beach,beach_374.jpg,105.9338074,2218.129739
beach,beach_375.jpg,100.7325592,992.979007
beach,beach_376.jpg,124.0665741,726.9600037
beach,beach_377.jpg,91.08358765,969.2414691
beach,beach_378.jpg,75.93334961,2097.107746
beach,beach_379.jpg,122.6575317,4668.934841
beach,beach_380.jpg,73.58517456,1072.533134
beach,beach_381.jpg,82.29919434,2457.544422
beach,beach_382.jpg,123.9714966,910.8715169
beach,beach_383.jpg,103.220047,1999.66186
beach,beach_384.jpg,156.4153748,2154.42053
beach,beach_385.jpg,160.5432281,1272.791329
beach,beach_386.jpg,127.5079651,702.4318902
beach,beach_387.jpg,143.861084,3095.382579
beach,beach_388.jpg,93.55740356,1869.378919
beach,beach_389.jpg,121.7551117,3213.70369
beach,beach_390.jpg,111.0264587,1965.378328
beach,beach_391.jpg,81.40066528,1749.110526
beach,beach_392.jpg,101.525238,2857.849445
beach,beach_393.jpg,112.8750916,3822.599878
beach,beach_394.jpg,100.2352905,3009.259302
beach,beach_395.jpg,116.1988068,4126.927699
beach,beach_396.jpg,128.0579224,1544.9366
beach,beach_397.jpg,164.9790192,1971.558988
beach,beach_398.jpg,89.70582581,1696.688208
beach,beach_399.jpg,93.92420959,1850.047067
beach,beach_400.jpg,117.6250458,3028.329532
beach,beach_401.jpg,80.52256775,1217.821891
beach,beach_402.jpg,93.01644897,2803.417417
beach,beach_403.jpg,99.87660217,3835.121044
beach,beach_404.jpg,147.3661499,5225.079302
beach,beach_405.jpg,159.5271912,2776.109286
beach,beach_406.jpg,86.58280945,3133.61965
beach,beach_407.jpg,103.243866,1918.517682
beach,beach_408.jpg,118.694931,3162.59486
beach,beach_409.jpg,143.4493561,1710.757164
beach,beach_410.jpg,141.7234497,2963.377848
beach,beach_411.jpg,107.2258911,2660.207033
beach,beach_412.jpg,118.6699677,3840.293397
beach,beach_413.jpg,85.11152649,343.2672586
beach,beach_414.jpg,132.1284027,2296.722221
beach,beach_415.jpg,98.99694824,742.3264411
beach,beach_416.jpg,139.1048126,829.1030888
beach,beach_417.jpg,92.23690796,799.4087147
beach,beach_418.jpg,96.20983887,1561.559529
beach,beach_419.jpg,150.2785034,7315.755178
beach,beach_420.jpg,97.65403748,3769.076482
beach,beach_421.jpg,105.2435608,4609.519025
beach,beach_422.jpg,147.2278595,4344.596417
beach,beach_423.jpg,140.0691833,4472.152009
beach,beach_424.jpg,113.0749512,3413.065974
beach,beach_425.jpg,121.9536591,2055.748769
beach,beach_426.jpg,104.3687897,1871.716837
beach,beach_427.jpg,93.14910889,3742.519552
beach,beach_428.jpg,94.30101013,2883.500974
beach,beach_429.jpg,144.7220306,2714.623793
beach,beach_430.jpg,106.8838348,1725.678189
beach,beach_431.jpg,114.2118835,2418.111876
beach,beach_432.jpg,118.9313354,1099.527857
beach,beach_433.jpg,60.56147766,1598.88059
beach,beach_434.jpg,126.8592224,1179.076848
beach,beach_435.jpg,84.82855225,1468.414638
beach,beach_436.jpg,148.6660156,4115.216774
beach,beach_437.jpg,152.7378387,2504.211066
beach,beach_438.jpg,145.9040833,2525.564666
beach,beach_439.jpg,106.5305939,3575.169143
beach,beach_440.jpg,145.7649078,2653.08975
beach,beach_441.jpg,134.5494537,3214.70451
beach,beach_442.jpg,103.115448,2699.187835
beach,beach_443.jpg,92.83818054,650.7917708
beach,beach_444.jpg,82.45283508,2589.587081
beach,beach_445.jpg,140.2171631,4472.05745
beach,beach_446.jpg,104.611084,515.2183495
beach,beach_447.jpg,123.3264618,2054.795082
beach,beach_448.jpg,101.8417206,2535.155183
beach,beach_449.jpg,121.2606964,726.2415605
beach,beach_450.jpg,143.4103546,3488.168611
beach,beach_451.jpg,140.0719299,1389.689172
beach,beach_452.jpg,128.3002472,1385.725936
beach,beach_453.jpg,154.8470917,4012.384823
beach,beach_454.jpg,138.3740234,3728.068573
beach,beach_455.jpg,163.3449097,875.4996903
beach,beach_456.jpg,133.4139099,1499.55804
beach,beach_457.jpg,90.89491272,3426.876985
beach,beach_458.jpg,105.3395538,1287.43429
beach,beach_459.jpg,125.003891,1729.864071
beach,beach_460.jpg,169.0039978,3361.358453
beach,beach_461.jpg,115.4608765,2502.185029
beach,beach_462.jpg,135.8803253,3120.101195
beach,beach_463.jpg,132.504776,804.2786479
beach,beach_464.jpg,121.8170929,3197.99172
beach,beach_465.jpg,114.3827972,1942.978099
beach,beach_466.jpg,120.4110107,2662.214254
beach,beach_467.jpg,148.7826691,1435.957368
beach,beach_468.jpg,111.009491,591.0776377
beach,beach_469.jpg,127.954361,5322.985524
beach,beach_470.jpg,85.557724,555.0051348
beach,beach_471.jpg,120.500061,1710.628674
beach,beach_472.jpg,87.23158264,349.446672
beach,beach_473.jpg,107.3863068,2325.275047
beach,beach_474.jpg,115.1470795,2868.433134
beach,beach_475.jpg,87.20031738,420.9485468
beach,beach_476.jpg,129.4537811,2155.112055
beach,beach_477.jpg,98.14883423,1485.733704
beach,beach_478.jpg,160.2450104,1669.909886
beach,beach_479.jpg,140.8327026,1244.875965
beach,beach_480.jpg,95.84706116,1793.398209
beach,beach_481.jpg,197.7265778,1262.810356
beach,beach_482.jpg,105.8630219,1855.547035
beach,beach_483.jpg,90.32411194,1412.303104
beach,beach_484.jpg,70.07836914,1399.764478
beach,beach_485.jpg,128.1589355,3925.90464
beach,beach_486.jpg,103.1205597,1409.718992
beach,beach_487.jpg,92.18510437,937.8619222
beach,beach_488.jpg,158.1604614,5896.448921
beach,beach_489.jpg,118.3888855,2019.394748
beach,beach_490.jpg,72.70774841,1120.34004
beach,beach_491.jpg,94.20127869,976.992674
beach,beach_492.jpg,79.65324402,2242.46416
beach,beach_493.jpg,139.0686188,3518.56227
beach,beach_494.jpg,122.7584229,2487.614089
beach,beach_495.jpg,147.4409485,2246.741792
beach,beach_496.jpg,129.9871368,935.7594921
beach,beach_497.jpg,122.8451691,2569.618768
beach,beach_498.jpg,143.9743958,1797.953193
beach,beach_499.jpg,108.255661,1756.215979
beach,beach_500.jpg,113.9264832,2914.450761
beach,beach_501.jpg,120.2633514,2309.290025
beach,beach_502.jpg,113.467926,2693.006707
beach,beach_503.jpg,139.2661285,1367.691214
beach,beach_504.jpg,86.79663086,2230.963141
beach,beach_505.jpg,120.5806122,593.9434178
beach,beach_506.jpg,89.27807617,604.560349
beach,beach_507.jpg,130.3759155,2608.73362
beach,beach_508.jpg,157.6616364,2030.056057
beach,beach_509.jpg,142.2052765,4495.711558
beach,beach_510.jpg,163.1556702,7470.170612
beach,beach_511.jpg,147.2249146,3380.303022
beach,beach_512.jpg,78.14834595,1858.545676
beach,beach_513.jpg,112.5347137,2435.379895
beach,beach_514.jpg,139.9928436,3537.538261
beach,beach_515.jpg,104.4099731,380.3655734
beach,beach_516.jpg,133.7127533,870.1092884
beach,beach_517.jpg,138.5989685,4085.322901
beach,beach_518.jpg,125.846817,3496.00295
beach,beach_519.jpg,117.3230591,2969.350236
beach,beach_520.jpg,163.1599274,1923.555629
beach,beach_521.jpg,199.4899597,2348.123128
beach,beach_522.jpg,142.406601,1516.977424
beach,beach_523.jpg,111.0795746,2029.071991
beach,beach_524.jpg,138.0524139,1331.691091
beach,beach_525.jpg,140.8600006,2853.65755
beach,beach_526.jpg,138.4787903,1170.52284
beach,beach_527.jpg,105.5106964,3800.075894
beach,beach_528.jpg,124.9378815,2322.615021
beach,beach_529.jpg,156.6967926,2128.860991
beach,beach_530.jpg,96.71661377,1017.627494
beach,beach_531.jpg,114.147171,2504.478383
beach,beach_532.jpg,121.2820435,3318.723165
beach,beach_533.jpg,79.07495117,1105.952808
beach,beach_534.jpg,150.8876495,2040.256105
beach,beach_535.jpg,119.1634979,928.3421575
beach,beach_536.jpg,139.112381,4541.399309
beach,beach_537.jpg,91.00901794,1228.149024
beach,beach_538.jpg,89.1910553,1005.083719
beach,beach_539.jpg,123.5214386,609.0168759
beach,beach_540.jpg,164.0478821,2952.976287
beach,beach_541.jpg,81.45199585,2373.961852
beach,beach_542.jpg,149.9441528,2856.666477
beach,beach_543.jpg,154.8186798,1259.857321
beach,beach_544.jpg,147.1648712,3066.495113
beach,beach_545.jpg,90.06977844,1133.801658
beach,beach_546.jpg,100.938736,2206.311195
beach,beach_547.jpg,99.50776672,1140.827969
beach,beach_548.jpg,101.2197266,2962.276368
beach,beach_549.jpg,123.5982056,2158.354266
beach,beach_550.jpg,142.8948669,2676.111984
beach,beach_551.jpg,144.8446808,2410.396452
beach,beach_552.jpg,139.5408783,3045.889746
beach,beach_553.jpg,148.9056702,4583.994369
beach,beach_554.jpg,54.06132507,449.0503945
beach,beach_555.jpg,160.8038025,1448.726934
beach,beach_556.jpg,95.45243835,1739.195826
beach,beach_557.jpg,151.343689,1879.757685
beach,beach_558.jpg,104.2153473,2210.203062
beach,beach_559.jpg,150.1904755,6311.657865
beach,beach_560.jpg,145.1850281,4404.040556
beach,beach_561.jpg,77.04208374,4055.218038
beach,beach_562.jpg,158.8870544,2295.217411
beach,beach_563.jpg,94.43739319,2048.458224
beach,beach_564.jpg,132.9786224,2167.336197
beach,beach_565.jpg,117.0689087,902.1377351
beach,beach_566.jpg,128.7184448,2452.607209
beach,beach_567.jpg,139.8177032,3732.577652
beach,beach_568.jpg,142.551651,2166.196508
beach,beach_569.jpg,104.0339355,2179.162637
beach,beach_570.jpg,124.0932922,2335.056651
beach,beach_571.jpg,141.3654327,2233.403222
beach,beach_572.jpg,126.9866028,978.1198135
beach,beach_573.jpg,48.27262878,596.334206
beach,beach_574.jpg,97.39242554,2042.012178
beach,beach_575.jpg,102.5428619,3066.347783
beach,beach_576.jpg,121.8099976,1738.571931
beach,beach_577.jpg,68.90458679,490.0653422
beach,beach_578.jpg,150.2001648,1897.425765
beach,beach_579.jpg,123.9172211,3163.295733
beach,beach_580.jpg,130.3500366,3782.196014
beach,beach_581.jpg,150.0685272,3667.218705
beach,beach_582.jpg,91.93452454,2139.193128
beach,beach_583.jpg,84.19961548,2725.576571
beach,beach_584.jpg,99.38946533,2879.545585
