class,filename,hsv_h_mean,green_mean,lbp_energy,hog_mean,glcm_contrast,edge_density,entropy,blue_green_ratio,lightness_mean,sift_keypoints
beach,beach_021.jpg,0.4964645392053916,0.47306188120914916,41050592,0.1507994215788148,50.509165846456696,0.56561279296875,5.777848458911327,1.019813607663063,48.10598873740497,52
beach,beach_022.jpg,0.28502829085900294,0.45203445792022956,28304238,0.14406269217738288,246.92365895669298,0.885986328125,7.609109333031076,0.8688048166307263,46.98339620519549,143
beach,beach_023.jpg,0.41267857552765286,0.4924921470431823,27921112,0.14637516979843554,109.16178641732283,0.80859375,7.1860286303320695,1.0471114340257068,50.496364988577376,88
beach,beach_024.jpg,0.41180399854102884,0.3960844680555526,42170394,0.15056961625440887,187.56625246062993,0.94189453125,6.907631717656747,0.9501282048560091,40.488294691439904,179
beach,beach_025.jpg,0.40501789513872355,0.4364845812187972,39948626,0.1498576766298387,181.4054502952756,0.93157958984375,7.29462642959197,0.9304714690877796,44.97085792327495,98
beach,beach_026.jpg,0.3881034739038446,0.6899215801388252,39158474,0.14867666107874383,171.3784448818898,0.87701416015625,7.4493231697125974,0.9686568005684184,70.28096132492072,69
beach,beach_027.jpg,0.27546220248641756,0.5069311401817004,45064222,0.15311371847491587,169.51058070866142,0.9561767578125,7.270401933231604,0.7824374352103065,52.49428861930162,123
beach,beach_028.jpg,0.25203009612839167,0.5889255623929989,37700528,0.14658110911363947,197.91289370078738,0.892333984375,7.547332967047412,0.8759818424989008,61.22630909548772,81
beach,beach_029.jpg,0.4126981171715646,0.2326062894593171,43347768,0.1482392958607876,85.54466043307089,0.81695556640625,6.332513009798545,0.9731702315137889,24.1721835835479,52
beach,beach_030.jpg,0.35228494605423055,0.40093510277602523,33535548,0.13714103293138283,227.4916338582677,0.69085693359375,7.126193334213341,0.9024485363630232,41.24486115328112,120
beach,beach_031.jpg,0.4015641728486979,0.3501999735746427,36342262,0.14995639841573322,220.4195374015748,0.78240966796875,7.151134607989219,1.0557803944271014,36.25772663576077,91
beach,beach_032.jpg,0.29499351151463205,0.3375058286311169,30778984,0.1455522748339482,112.7874630905512,0.66754150390625,7.282210589635868,0.7290186417544103,35.08027254949364,86
beach,beach_033.jpg,0.4286169722019886,0.5101518257107127,37205698,0.14815841093207863,55.94998769685039,0.7144775390625,6.819964682428646,1.0201245900064808,53.11745711511594,82
beach,beach_034.jpg,0.21866506881211514,0.48341997846189233,32224132,0.1386485606508179,20.955216535433074,0.66522216796875,7.357860457752386,0.8852875200482343,51.82798287560592,22
beach,beach_035.jpg,0.3255628971639282,0.35693789241933865,31384370,0.14806955029314114,217.31231545275588,0.66510009765625,7.0373867722701196,0.845498288799207,36.9212156002733,98
beach,beach_036.jpg,0.36614363547568785,0.4905296180667281,41147284,0.14599288371144667,147.50978100393706,0.81793212890625,7.332164232076513,0.8999656422842616,50.301002112656825,135
beach,beach_037.jpg,0.23235161668136473,0.5591950383158104,40354322,0.1454612459291523,101.4964320866142,0.86669921875,7.526285135592785,0.84628061273918,58.10199495820827,64
beach,beach_038.jpg,0.5544723253516171,0.31034229159098414,27610516,0.13728737306582967,63.84584153543307,0.6766357421875,6.931729912902847,1.1852554040088208,32.50382225115368,76
beach,beach_039.jpg,0.11816619589316207,0.5827912452259527,43906222,0.14694906803133925,282.9945250984252,0.79351806640625,7.2537230380797535,0.7954152692429234,62.02986660156904,37
beach,beach_040.jpg,0.46075388616425234,0.39663335552872353,32122690,0.15699236354584514,144.49464812992125,0.97149658203125,7.179743019490832,1.0789230948630675,41.88965751213454,227
beach,beach_041.jpg,0.4508945592369873,0.4198382669799374,37962714,0.14939424663936535,80.32763287401575,0.748046875,7.086255622892503,0.9421647518807681,43.502212089619746,105
beach,beach_042.jpg,0.15179072509833952,0.572664518416274,34744882,0.14998181393803756,301.26168799212604,0.8880615234375,7.374532063083126,0.8684348813245657,60.14895950203034,163
beach,beach_043.jpg,0.3637248586530418,0.505968287557123,32091336,0.1332707971360851,670.5896899606299,0.77496337890625,7.3064665898792756,0.9828104724876207,52.022487500217814,218
beach,beach_044.jpg,0.5169016640022062,0.3057475113555825,45027416,0.15390379570357896,240.41461614173232,0.73870849609375,6.469651234038217,1.019546366676059,31.931341348997897,124
beach,beach_045.jpg,0.4570703144217737,0.39524807877197204,31674520,0.14503112349096892,81.10340797244096,0.7947998046875,7.131866707381009,1.0182235246340319,41.786368180828916,142
beach,beach_046.jpg,0.2956938613251642,0.3606615019445129,40623786,0.1503121926308927,220.86484990157484,0.8565673828125,7.229529846726579,0.8828517625746087,37.82638984388777,112
beach,beach_047.jpg,0.16148549821932312,0.4830633181599192,31823102,0.1367990719570004,16.936392716535437,0.5704345703125,7.030209348945623,0.8516533346323831,51.337093343188855,29
beach,beach_048.jpg,0.5710684048660596,0.34450191030638816,29142618,0.14137329113243624,251.7530142716536,0.68505859375,6.71030632111215,1.1404164236104086,36.12547986355352,145
beach,beach_049.jpg,0.30861379453546145,0.6203216463493546,39810810,0.15172742420918814,253.47914616141733,0.82879638671875,7.194395687794601,0.8874028243554105,63.840340285081254,137
beach,beach_050.jpg,0.20489165516241648,0.5013152492077766,38251098,0.1460396928601563,311.812438484252,0.9398193359375,7.51872384171845,0.8329369832412674,52.54777972624858,234
beach,beach_051.jpg,0.510139485347433,0.5109032388082603,39375576,0.15082984675461183,198.78155757874018,0.798095703125,7.64651205241003,1.010438406484512,52.747803076639855,92
beach,beach_052.jpg,0.11939398267222041,0.5367600364197163,40373266,0.1498938682460446,30.71592027559055,0.8023681640625,7.552464162377283,0.8688355173272867,57.51445425747559,60
beach,beach_053.jpg,0.36018785893391925,0.4719997015693347,43698442,0.14933550702903575,214.04546013779532,0.92724609375,7.539915883814803,0.9698656577190888,49.34223472687124,108
beach,beach_054.jpg,0.26458340023957905,0.44812383914066534,49329482,0.1520156410727257,187.2963828740158,0.89990234375,7.083179202304793,0.8241780763740394,46.584034645373926,44
beach,beach_055.jpg,0.14084387536731602,0.5107596522956772,38189450,0.14584899978247154,54.09676427165354,0.64569091796875,6.836873056271937,0.855100442465986,54.74258975793394,36
beach,beach_056.jpg,0.2828339074748562,0.29224134333444257,41418080,0.15100290542568387,108.57978592519687,0.73663330078125,6.954686013974953,0.8887506580935206,31.292952515680383,55
beach,beach_057.jpg,0.514281848938001,0.38125395767625103,49425410,0.14635194345106356,157.81453001968504,0.6903076171875,6.367751610366198,1.043202502700985,38.60639598175096,71
beach,beach_058.jpg,0.2743610615189964,0.48525225794240456,39095284,0.15168639664860922,14.464566929133857,0.64849853515625,7.209724033427878,0.8719411186437376,51.0543148460254,2
beach,beach_059.jpg,0.4416689569336847,0.4376230506373102,39793768,0.14715212891269216,346.17753444881885,0.7723388671875,7.0819667763795735,0.9806794230955322,45.439451323756316,121
beach,beach_060.jpg,0.44709363534499513,0.3566988849372178,31954596,0.14578694559625002,19.550565944881885,0.64361572265625,6.787882619489891,1.0045634659012317,36.69502854930542,45
beach,beach_061.jpg,0.17724931781468162,0.5057930470695263,35205632,0.1400643895812809,71.27546751968507,0.75933837890625,7.345334747403172,0.8358038370000206,53.67050817211825,34
beach,beach_062.jpg,0.3079876301180333,0.43555665526101883,42141812,0.14705815114275164,205.85814468503938,0.95733642578125,7.22294325258092,0.8811993202461206,45.46287996795786,153
beach,beach_063.jpg,0.190308374422755,0.6040312772921035,31542174,0.1352702751103504,146.4779773622047,0.79034423828125,7.135351930735892,0.8984744586947362,62.7820214214445,80
beach,beach_064.jpg,0.23415262382677313,0.4841319693401787,42668194,0.14594071452537222,199.26654773622053,0.9195556640625,7.482049039282301,0.847378728362677,50.6304742497321,129
beach,beach_065.jpg,0.31074031310888256,0.4394460811582544,25235860,0.1331160499034378,101.75633612204723,0.61163330078125,7.409068896569792,0.879521402208202,45.350994654699335,127
beach,beach_066.jpg,0.2922614777690463,0.5542611639784416,37579960,0.1504062601790472,161.91289370078744,0.846923828125,7.418947990736513,0.8940874013132345,57.43269309486727,76
beach,beach_067.jpg,0.26043792620927786,0.5624997560084499,33671618,0.1384328303536879,178.40268208661422,0.89208984375,7.654398094502411,0.8095169593857566,57.68663936165312,120
beach,beach_068.jpg,0.21897851598599366,0.4905834564154922,36404696,0.13917116899863857,103.900406003937,0.6649169921875,6.989221836410357,0.8247353730999476,51.33485297871766,104
beach,beach_069.jpg,0.5525557579241162,0.37015515315661796,32179936,0.14176233673315464,81.97810039370079,0.79364013671875,7.041255556912012,1.1558446434150613,38.06336241754914,67
beach,beach_070.jpg,0.41088125215955923,0.6329850089055153,46146844,0.1497801881981397,234.51494832677164,0.90643310546875,6.990278460219721,0.9264761401729297,64.06945060297468,81
beach,beach_071.jpg,0.2632472101599412,0.5478483297099888,39210270,0.14227972354815205,172.90280511811025,0.87310791015625,7.362387497199283,0.8258370981448758,57.1032023872943,125
beach,beach_072.jpg,0.28781165502732603,0.5243485731894315,40130084,0.14875918527208776,138.29761318897638,0.83465576171875,7.098620185732887,0.8865406865060281,54.525316660399255,46
beach,beach_073.jpg,0.48520131015424395,0.48824821835902793,30088778,0.1418535238116844,480.7315452755905,0.70758056640625,7.262173355372079,1.0218889438363767,49.8560852521237,168
beach,beach_074.jpg,0.2830624457966473,0.5632221911506795,42116018,0.14878569137231343,245.11515748031496,0.92120361328125,7.579139350082281,0.8908492918780173,58.47659843081577,140
beach,beach_075.jpg,0.3766370098304092,0.5025602430826502,42680666,0.14506795835829117,167.24766240157481,0.814453125,7.341432141056186,1.0172396656575757,52.19602607401807,124
beach,beach_076.jpg,0.4637641455707774,0.4380914666891244,32833330,0.14856839653121726,31.612204724409448,0.82537841796875,7.7121384706790534,0.9460889740810791,44.69429084627339,14
beach,beach_077.jpg,0.29475247863705667,0.5543819712048824,37804424,0.13360157112005733,281.2042322834646,0.78729248046875,7.302615319644055,0.8837837809471788,56.98182801033155,124
beach,beach_078.jpg,0.538993426656033,0.4601462365604798,43268010,0.14300172853707105,131.72551673228347,0.9295654296875,7.107296049364969,1.0532876259478143,47.85550770412441,83
beach,beach_079.jpg,0.43032714367286906,0.6776591096164066,48209114,0.15989424159411614,533.8184055118112,0.972900390625,7.6988465081066355,0.9806438020938667,69.43448472312357,218
beach,beach_080.jpg,0.33552728208876637,0.5003707064907651,29131046,0.14197734084735553,64.90034448818898,0.6270751953125,7.1422914480970165,0.9753447030785615,51.754859313157695,16
beach,beach_081.jpg,0.40266735128337083,0.4238043988026977,30104084,0.1468274727853697,194.95798474409455,0.81854248046875,7.324192919894298,0.9585897346035943,43.598498451152686,113
beach,beach_082.jpg,0.535967822688112,0.33133574245722575,29311282,0.1415226886689987,74.5687746062992,0.7109375,6.8408762537314285,1.1476293367618913,34.6376384656776,76
beach,beach_083.jpg,0.33053874326424837,0.4153940088303152,34137980,0.1475120390731295,255.59996309055123,0.80596923828125,7.00616845928193,0.9577705518105794,43.98079131707256,176
beach,beach_084.jpg,0.4094191498218632,0.315677431766268,32437984,0.14736095640623803,220.4599532480315,0.5714111328125,6.695967080807063,1.0453126749101382,32.29493445962344,98
beach,beach_085.jpg,0.5269398648606686,0.3267118531291361,43661304,0.14418188414145303,160.93989911417324,0.9312744140625,7.166388430025923,1.0172607639755629,34.193930174897545,85
beach,beach_086.jpg,0.21927493550622718,0.4939417086734288,33983756,0.13658341590507816,182.20570866141736,0.5260009765625,6.82801674769089,0.824702924701234,51.79972068927116,48
beach,beach_087.jpg,0.09814383755518491,0.5332859178908773,44429106,0.1440512038681544,184.16283218503938,0.91046142578125,6.778718067204585,0.8827404152042985,57.732616651903854,111
beach,beach_088.jpg,0.36623996891193755,0.538033618749886,34825594,0.1543397159910121,259.81539124015745,0.86785888671875,7.54589860062724,0.8600268063016085,53.80253599358665,147
beach,beach_089.jpg,0.28674535485336927,0.48172864929633274,31659908,0.13578676079035049,186.10180856299218,0.80902099609375,7.354100837836825,0.9260810462618458,50.48850855757597,86
beach,beach_090.jpg,0.3972117892023029,0.6322015978300215,43766302,0.14887774901046694,144.72453248031496,0.892822265625,7.334061187010832,0.9252661478932539,64.11040557411935,63
beach,beach_091.jpg,0.38316274190558464,0.40606744812016965,38298682,0.14363247773491042,57.863681102362186,0.76373291015625,6.787172559728992,0.8665077405569442,41.43468426350637,86
beach,beach_092.jpg,0.19314688186696338,0.5685335970218388,39318008,0.14988247998108506,155.56262303149606,0.9136962890625,7.587442892666094,0.8784461430294521,59.51383086548261,99
beach,beach_093.jpg,0.5577609134186842,0.3492708378821047,28052800,0.13904597958406043,95.21899606299215,0.724365234375,7.27471330093511,1.0856864961364008,36.64774713829307,63
beach,beach_094.jpg,0.4316119229376429,0.4065887576351742,29642082,0.14191328294019423,284.71401328740166,0.6656494140625,6.8496829220360596,1.0314305989272519,41.6359545766357,139
beach,beach_095.jpg,0.4955531040544286,0.28050571737876967,33705844,0.1524965185882854,127.5068282480315,0.82952880859375,6.877918636590044,1.0489978171124645,28.71462893033651,107
beach,beach_096.jpg,0.3681469620540653,0.5609957077525265,40965150,0.15153749008975373,297.41855314960634,0.91796875,7.67613833971337,0.9247980404924094,58.04350997821336,171
beach,beach_097.jpg,0.27060333216952837,0.7473421942343947,37957234,0.1454777769886379,166.29324557086613,0.926025390625,7.433631707477833,0.9207563431655359,76.2664552416242,134
beach,beach_098.jpg,0.3643904266022008,0.4455962516976999,29559318,0.14574656783620984,122.4117249015748,0.7001953125,7.429314484120354,0.9701265948174741,45.79086231302154,93
beach,beach_099.jpg,0.47116194258768107,0.27505345084744104,28367194,0.14738160999568428,76.65274360236221,0.7318115234375,6.743941558837205,1.0159629218297725,27.953571643126867,113
beach,beach_100.jpg,0.3453260129582748,0.3338566455453454,56272734,0.1582166545144011,300.3041338582678,0.921142578125,6.888086893007412,0.9149600690410866,35.063609932941745,107
beach,beach_101.jpg,0.3820068183816294,0.41471889537837925,38703326,0.1522432506429972,206.25658218503935,0.93988037109375,7.301638905550473,0.9489800456096119,42.59936654969857,162
beach,beach_102.jpg,0.36041418248427626,0.5883324436624751,38103420,0.15459186567425254,197.11115895669292,0.884765625,7.191882892788051,0.9480603268217535,60.1901357709302,155
beach,beach_103.jpg,0.29037984306000864,0.44398760821178196,40081840,0.14778032333283062,119.48609744094483,0.822998046875,7.159590175618383,0.8273925562917506,46.036289307660894,114
beach,beach_104.jpg,0.28935165416431696,0.4916944722353386,34224096,0.15164645261110044,318.93048720472444,0.95147705078125,7.5858041965308125,0.8619105511787541,51.128007318002616,191
beach,beach_105.jpg,0.45456708688137115,0.39801371380787215,42231946,0.15132566763489344,250.14351624015745,0.93096923828125,7.487076662012658,0.9901726220894921,41.326840789585944,158
beach,beach_106.jpg,0.3467437543272762,0.6316135173143331,51725440,0.15586381407544428,65.74969242125984,0.7530517578125,7.534024830988791,0.8733831530330474,63.51983214603447,6
beach,beach_107.jpg,0.18968944277218763,0.3139441690014012,47014124,0.14150064484904062,54.523683562992126,0.69671630859375,6.444135728062262,0.7671286845769508,33.698563258241606,33
beach,beach_108.jpg,0.5401276988281032,0.5110651020146033,30309124,0.1389592963650405,69.79176919291339,0.84002685546875,7.1016994541766465,1.091666912587292,52.41026303413871,118
beach,beach_109.jpg,0.25762625518205434,0.526066007584777,33096306,0.1410659759034752,122.1578494094488,0.82916259765625,7.272487537399206,0.9127830363663291,54.62161476213003,137
beach,beach_110.jpg,0.24218410386078185,0.5319872186603678,28017124,0.14046054627897023,73.02349901574804,0.661865234375,7.548831978764096,0.8831122554977655,55.78374527630316,36
beach,beach_111.jpg,0.29465179001867675,0.4376485175976688,35505418,0.14757104814910188,226.67212106299212,0.8994140625,7.36719913920389,0.910361783167708,46.012092177897436,140
beach,beach_112.jpg,0.23661094375234848,0.43720681084269364,42593828,0.15100464930410074,111.45983021653544,0.93634033203125,7.153584271768407,0.9133874449833995,46.313042756535886,72
beach,beach_113.jpg,0.20459203139701532,0.6044646439747685,33609292,0.14221345890657927,151.7763902559055,0.8016357421875,7.539589775592482,0.854542432556945,62.820489709966175,78
beach,beach_114.jpg,0.48379785403946923,0.346717552775311,41368116,0.153339048615485,76.12850639763778,0.91644287109375,6.658330925204574,1.0241594467016648,37.24559528794636,77
beach,beach_115.jpg,0.1711686382313276,0.5672695650674447,45892416,0.14174669591865285,176.7213951771654,0.81982421875,6.766491340941848,0.8455155520348847,59.865192700705734,88
beach,beach_116.jpg,0.18665844417556202,0.5052292519273085,43287324,0.14623962149758,480.5068897637795,0.91851806640625,7.637285620975515,0.8776920684118107,53.008829695974335,116
beach,beach_117.jpg,0.4145323955545811,0.41877180229313005,36174600,0.1500263881981621,28.873400590551185,0.84881591796875,7.468841239567649,0.874398551929965,42.62019607120853,30
beach,beach_118.jpg,0.40901390453876096,0.3935886325718378,25134782,0.13502471885873724,214.7111220472441,0.60986328125,7.059168354036255,0.994595468147414,39.45208301379493,139
beach,beach_119.jpg,0.5640607959152224,0.29636142640781615,32435200,0.1461800528775463,308.34368848425197,0.7080078125,6.825252468660786,1.1093578747495194,30.34086030967625,130
beach,beach_120.jpg,0.3126961446764316,0.43187377981336955,33067682,0.1509382465671017,73.7775590551181,0.92425537109375,7.178053192374227,0.8951972702714621,45.048102605555215,138
beach,beach_121.jpg,0.35335187478800206,0.38484734139566856,29243876,0.14229397537237395,179.73843503937013,0.8150634765625,6.965897136716621,0.9763754611679487,40.15689061156135,126
beach,beach_122.jpg,0.2553909630882953,0.5586731923415915,34759220,0.15245101006939024,14.262180118110233,0.63629150390625,7.070394200314415,0.8453215284707026,57.88884163927753,1
beach,beach_123.jpg,0.49981472368573865,0.3597607245612362,36756112,0.15125161498333264,66.60820620078741,0.73516845703125,6.7174760896770955,1.0327380987134085,36.59003668773491,90
beach,beach_124.jpg,0.4815281409822279,0.3807809794490752,42739478,0.1354068248782561,220.7554133858268,0.9287109375,7.2524805279893405,1.0105175007361373,39.701291026069065,154
beach,beach_125.jpg,0.14747466648443838,0.676872172704158,35530980,0.1402992617698948,65.04865895669293,0.63848876953125,6.505655607407558,0.840875194925788,70.61807111312487,27
beach,beach_126.jpg,0.2089661852804548,0.4800324940056945,44503516,0.1543406160313974,367.2001722440944,0.95294189453125,7.515146055378985,0.8797401182434048,50.69621006218672,150
beach,beach_127.jpg,0.10570444321454994,0.4632529196112171,41993952,0.13674417568040648,150.43374753937007,0.9058837890625,6.703212016441413,0.8498873998054276,50.3463161532637,114
beach,beach_128.jpg,0.2480958643397249,0.4685911807633655,47696662,0.14903095804320277,267.78334153543307,0.839111328125,7.0210973911198575,0.8863322758514487,49.750243872376586,62
beach,beach_129.jpg,0.5225200026818915,0.43505856425313383,37636270,0.14233124569982214,153.46499753937007,0.6329345703125,5.901623996134666,1.0494754449188926,44.370106140995546,58
beach,beach_130.jpg,0.35230906061413414,0.3781843361408771,35004980,0.14778116086883675,144.71961122047242,0.67724609375,6.135390416154669,0.9069011752036261,39.69206510175333,94
beach,beach_131.jpg,0.420403174181912,0.4250577083112028,35137004,0.14387646424308692,25.874323326771652,0.803466796875,7.598508745840988,0.9777159898088689,44.37221610282421,25
beach,beach_132.jpg,0.21843730673533415,0.5414091042211865,48090870,0.1489240694928278,298.6419168307087,0.919189453125,7.531783987905699,0.8789156066350071,56.65306547592307,110
beach,beach_133.jpg,0.21096036487343806,0.6767116317003636,38956254,0.14638977796131777,199.21813484251976,0.91156005859375,7.590717633789794,0.8644481640592931,70.00207711717582,102
beach,beach_134.jpg,0.2442243740882183,0.5714843798201006,43813048,0.15093784534932525,287.18823818897636,0.91693115234375,7.36759958996534,0.8493937474233121,59.782790404123155,89
beach,beach_135.jpg,0.44678707027088627,0.5890268031208592,45724544,0.15287843772271928,304.17845718503935,0.876220703125,7.434851909589513,1.0001947549150574,60.91621238154876,118
beach,beach_136.jpg,0.5292690748987736,0.5556910863365816,32055758,0.1523053582831099,190.89653051181105,0.89306640625,7.713516380141014,1.013813914514213,57.45321506347002,135
beach,beach_137.jpg,0.26481461453696564,0.5769223295805174,44319040,0.15144531489132587,190.13711860236222,0.85443115234375,7.117166820791542,0.821652846449732,59.31795682044161,62
beach,beach_138.jpg,0.5572013121779481,0.4008185213757808,36220784,0.15168900903988752,127.04244586614173,0.958251953125,7.309031234668206,1.1683212614882958,41.56515565639615,148
beach,beach_139.jpg,0.4403134031055599,0.7128732252570233,34574118,0.14855722389115636,253.30954724409455,0.8427734375,7.23407208905339,0.9927191142258944,71.99591209804157,181
beach,beach_140.jpg,0.5324311334778372,0.37150353717620105,39681628,0.15165495214334995,133.34762549212599,0.95501708984375,7.165173783441871,1.1788164258533467,38.735531607851556,201
beach,beach_141.jpg,0.20946551439820005,0.6195801846167914,34094484,0.14829752932891074,238.99311023622056,0.86083984375,7.458635732204421,0.8653216610791673,64.94757379580764,79
beach,beach_142.jpg,0.2790708322737806,0.4899224202629873,40137454,0.14009464489517465,56.366449311023615,0.79833984375,7.416401833100006,0.8688608115431393,50.60791692790319,52
beach,beach_143.jpg,0.23406243096433704,0.4013545721175173,40887900,0.13952134528253443,220.58993602362213,0.927978515625,7.29232621695636,0.7931439144991964,41.6609634907654,114
beach,beach_144.jpg,0.2931809885598034,0.5595706412949658,40077638,0.1490440045914271,325.3765378937008,0.9591064453125,7.4523353521875135,0.8759016232641084,58.27784819873337,217
beach,beach_145.jpg,0.16450466046715223,0.4673877570983951,41265518,0.1465079944746595,380.18842273622056,0.88824462890625,7.619284399484333,0.8525294292528023,49.368164169189484,123
beach,beach_146.jpg,0.14106439900400108,0.5413383934662188,37275294,0.13980968478514758,108.44721948818896,0.63641357421875,7.523042395293661,0.8358526043960862,57.58724823635984,40
beach,beach_147.jpg,0.33773690665308387,0.35112475785541447,33477726,0.14246162374225627,258.57541830708664,0.84771728515625,7.145373289016538,0.8916791089269075,36.64497140898685,134
beach,beach_148.jpg,0.39620073988713933,0.4133872782402129,37587664,0.15233489669261208,157.08058562992125,0.9453125,7.346657067450376,0.9583566427675709,42.332249191622296,145
beach,beach_149.jpg,0.3124911095590289,0.34282881596335146,29303020,0.13895372814728765,119.71136811023624,0.69964599609375,7.252604323238994,0.8877479749131977,35.74813462421126,157
beach,beach_150.jpg,0.33842497897971163,0.3273405852570468,36665952,0.1440201570786814,172.23732775590557,0.74090576171875,6.671807237840651,0.8434800724960073,33.46488531944263,139
beach,beach_151.jpg,0.4475661209229824,0.24946084791770362,26790930,0.1435386087058822,31.482406496062993,0.48638916015625,6.011391333513453,0.9631079862263601,24.885284502718143,47
beach,beach_152.jpg,0.25298650311237436,0.3757740113829346,42358924,0.1541746107138857,251.08181594488192,0.92724609375,7.269501644056442,0.8400014797762814,39.33083953028395,161
beach,beach_153.jpg,0.2943529139323311,0.580001247120954,39421554,0.14739623466867266,148.4390378937008,0.8951416015625,7.537288053090766,0.8793226748033528,60.41336416999505,144
beach,beach_154.jpg,0.20859619502695692,0.5390545618410545,37815452,0.1449762118751393,98.6588336614173,0.75140380859375,7.413663764248982,0.8250995280366908,56.17612056744416,45
beach,beach_155.jpg,0.3908014742007604,0.654250791572365,33673758,0.14948545408766173,110.08815206692915,0.837890625,7.590601918624725,0.9619147725174282,66.87213559148648,92
beach,beach_156.jpg,0.5108574885657606,0.49271030960820716,29301852,0.1348287438528455,64.7114911417323,0.8271484375,6.935622877595975,1.0289430125044874,50.253013883553265,102
beach,beach_157.jpg,0.12889619271934694,0.5432240227493336,51843454,0.1442661664957176,197.48978838582676,0.85601806640625,6.703863081770466,0.8074581793985055,58.12371796537947,67
beach,beach_158.jpg,0.11438410608744554,0.4950567446596664,45566678,0.14439354855409176,95.5970718503937,0.7891845703125,7.21367883719428,0.8279498793165608,52.84144037908085,22
beach,beach_159.jpg,0.25409727273526117,0.5352760154119273,36745312,0.14530625408854045,128.21690452755905,0.848388671875,7.54248277049462,0.9132159113554122,55.732156955526264,129
beach,beach_160.jpg,0.5059440814292512,0.36651816010341376,52561964,0.1478488162254376,89.84762549212599,0.73040771484375,6.2568931712484925,1.0239887495413151,37.027144202781415,51
beach,beach_161.jpg,0.28729888770706524,0.4504450288776412,63116032,0.14788771056301625,196.0676673228347,0.84747314453125,6.94963009621466,0.9065291130424575,47.03365742322067,30
beach,beach_162.jpg,0.3787282639602432,0.44460969430641795,40899598,0.14825154942672264,101.92396653543308,0.7904052734375,7.083683322889466,0.9165476847552729,45.50449167730746,99
